[48, 24, 1, 74, 75, 0, 22, 21, 20, 35, 36, 17, 16, 8, 9, 50, 64, 70, 71, 72, 63, 40, 39, 37, 38, 60, 61, 62, 56, 4, 5, 7, 6, 2, 3, 19, 18, 29, 25, 26, 43, 46, 68, 47, 11, 12, 13, 73, 14, 15, 10, 30, 28, 27, 42, 66, 67, 69, 65, 55, 57, 58, 59, 54, 51, 52, 53, 41, 32, 33, 34, 31, 23, 45, 44, 49] => 186106.57
[12, 13, 73, 74, 75, 1, 26, 42, 58, 60, 61, 56, 57, 53, 41, 27, 4, 6, 7, 17, 36, 37, 38, 39, 33, 19, 0, 22, 21, 44, 43, 48, 49, 64, 70, 71, 72, 63, 62, 59, 40, 31, 18, 30, 29, 28, 25, 24, 20, 23, 45, 68, 69, 65, 50, 55, 54, 51, 52, 66, 67, 46, 47, 32, 34, 35, 3, 2, 5, 8, 9, 11, 10, 16, 15, 14] => 177291.04
[39, 40, 60, 56, 54, 24, 20, 23, 45, 44, 46, 49, 48, 47, 43, 21, 22, 0, 1, 2, 3, 19, 29, 28, 26, 25, 4, 5, 6, 75, 74, 7, 8, 11, 15, 14, 73, 13, 12, 9, 27, 42, 52, 51, 50, 72, 71, 70, 69, 66, 67, 68, 53, 41, 32, 10, 16, 17, 36, 35, 18, 30, 31, 59, 58, 57, 55, 65, 64, 63, 62, 61, 33, 34, 37, 38] => 171335.05
[68, 69, 70, 71, 72, 23, 24, 20, 35, 36, 15, 14, 11, 19, 18, 25, 26, 29, 30, 12, 13, 73, 74, 75, 0, 1, 8, 9, 10, 16, 17, 37, 38, 39, 40, 60, 61, 63, 62, 33, 34, 31, 32, 42, 41, 51, 50, 48, 49, 67, 66, 64, 65, 55, 54, 56, 57, 58, 59, 53, 52, 47, 43, 44, 27, 28, 4, 5, 7, 6, 2, 3, 22, 21, 45, 46] => 175665.97
[66, 69, 67, 68, 44, 45, 23, 24, 20, 21, 22, 0, 2, 3, 8, 9, 10, 16, 31, 28, 25, 26, 53, 52, 54, 63, 70, 71, 72, 15, 14, 12, 11, 17, 56, 62, 61, 60, 59, 33, 32, 41, 42, 27, 29, 4, 5, 6, 1, 75, 74, 7, 73, 13, 37, 38, 34, 30, 18, 19, 36, 35, 39, 40, 58, 57, 55, 64, 65, 50, 51, 49, 48, 47, 43, 46] => 168573.73
[62, 63, 72, 71, 70, 69, 66, 64, 65, 51, 52, 47, 43, 24, 21, 20, 34, 33, 39, 40, 59, 38, 37, 35, 36, 17, 30, 29, 28, 27, 32, 31, 18, 19, 3, 2, 4, 9, 16, 10, 11, 8, 6, 7, 73, 13, 12, 14, 15, 5, 1, 74, 75, 0, 22, 68, 67, 53, 41, 42, 26, 25, 23, 45, 44, 46, 48, 49, 50, 55, 54, 56, 57, 58, 60, 61] => 155295.54
[24, 21, 20, 18, 30, 31, 32, 65, 64, 69, 68, 19, 4, 5, 6, 7, 73, 13, 12, 14, 15, 63, 72, 71, 70, 62, 56, 57, 58, 54, 55, 50, 49, 66, 67, 48, 51, 52, 53, 41, 42, 23, 45, 44, 46, 47, 43, 34, 35, 36, 17, 16, 10, 11, 8, 3, 22, 0, 75, 74, 1, 2, 9, 37, 38, 39, 40, 60, 61, 59, 33, 27, 26, 25, 28, 29] => 172066.71
[24, 20, 23, 45, 68, 67, 69, 66, 46, 44, 0, 1, 6, 7, 11, 15, 41, 53, 52, 40, 59, 58, 51, 49, 48, 47, 43, 21, 22, 75, 74, 73, 13, 12, 14, 72, 71, 70, 56, 10, 9, 29, 28, 26, 50, 65, 64, 63, 62, 55, 54, 42, 27, 32, 31, 33, 34, 30, 18, 19, 4, 3, 2, 5, 8, 16, 17, 36, 35, 37, 38, 39, 60, 61, 57, 25] => 190369.15
[27, 42, 41, 54, 55, 56, 70, 71, 72, 63, 62, 57, 32, 31, 8, 7, 1, 75, 74, 73, 13, 38, 60, 61, 40, 39, 33, 53, 52, 48, 47, 46, 44, 43, 30, 18, 9, 10, 34, 35, 36, 17, 16, 11, 12, 14, 15, 37, 59, 58, 64, 66, 69, 67, 68, 45, 23, 21, 22, 0, 24, 49, 65, 50, 51, 29, 19, 4, 5, 6, 2, 3, 20, 25, 26, 28] => 181480.89
[31, 32, 27, 28, 29, 30, 18, 8, 9, 41, 53, 40, 39, 15, 14, 73, 13, 12, 11, 16, 17, 59, 58, 62, 63, 72, 71, 70, 56, 21, 22, 0, 75, 74, 1, 25, 26, 45, 44, 46, 67, 66, 69, 68, 23, 24, 20, 2, 3, 42, 51, 50, 65, 64, 55, 54, 49, 48, 47, 43, 52, 57, 61, 60, 19, 4, 5, 6, 7, 10, 34, 33, 38, 37, 36, 35] => 181501.96
