[34, 87, 94, 35, 58, 68, 2, 45, 25, 78, 46, 0, 82, 72, 15, 80, 88, 70, 60, 63, 22, 14, 19, 55, 61, 48, 96, 64, 29, 92, 5, 69, 81, 66, 26, 86, 27, 97, 50, 20, 73, 6, 18, 93, 17, 23, 28, 99, 77, 52, 33, 54, 65, 56, 79, 9, 8, 40, 74, 12, 30, 24, 39, 83, 16, 98, 44, 53, 59, 49, 62, 57, 31, 11, 75, 13, 51, 32, 37, 67, 71, 43, 7, 4, 91, 3, 1, 10, 95, 84, 76, 36, 90, 89, 41, 47, 21, 85, 42, 38] => 41785.55
[89, 47, 37, 67, 24, 16, 83, 86, 40, 26, 66, 91, 29, 51, 43, 71, 92, 90, 54, 5, 36, 76, 84, 95, 10, 1, 3, 81, 69, 33, 52, 77, 99, 28, 23, 17, 93, 38, 75, 11, 31, 57, 14, 19, 55, 62, 87, 34, 39, 30, 65, 12, 74, 8, 56, 13, 88, 70, 60, 15, 72, 46, 82, 0, 7, 4, 64, 73, 20, 50, 68, 2, 45, 25, 78, 80, 32, 85, 18, 42, 21, 6, 97, 58, 94, 35, 27, 22, 63, 61, 48, 49, 59, 9, 98, 44, 53, 96, 79, 41] => 42162.38
[69, 95, 84, 23, 17, 93, 18, 85, 42, 91, 81, 26, 66, 1, 10, 3, 38, 21, 32, 0, 68, 50, 97, 61, 83, 16, 39, 96, 79, 56, 90, 28, 99, 77, 52, 76, 36, 33, 5, 54, 92, 29, 4, 51, 13, 43, 60, 70, 15, 72, 87, 34, 62, 6, 73, 20, 75, 11, 31, 57, 94, 58, 35, 27, 63, 22, 14, 19, 55, 48, 49, 59, 86, 40, 8, 9, 82, 46, 2, 45, 25, 78, 80, 88, 71, 7, 24, 44, 98, 53, 64, 67, 37, 47, 89, 41, 30, 65, 12, 74] => 36930.57
[96, 53, 39, 34, 87, 73, 20, 6, 75, 62, 61, 57, 31, 11, 50, 2, 45, 25, 78, 46, 68, 0, 82, 72, 13, 7, 4, 41, 47, 67, 37, 32, 89, 29, 23, 17, 93, 18, 85, 42, 5, 33, 52, 28, 99, 77, 76, 10, 1, 3, 92, 65, 12, 74, 40, 26, 86, 59, 9, 8, 66, 81, 91, 54, 90, 38, 21, 71, 88, 80, 43, 51, 24, 44, 98, 16, 83, 48, 55, 63, 22, 27, 35, 94, 58, 97, 15, 70, 60, 14, 19, 49, 79, 56, 36, 84, 95, 69, 30, 64] => 38176.85
[15, 72, 82, 94, 35, 27, 49, 59, 8, 12, 92, 38, 42, 85, 21, 7, 87, 62, 57, 34, 39, 44, 98, 83, 16, 53, 9, 79, 96, 51, 13, 43, 67, 33, 76, 95, 10, 1, 3, 69, 5, 91, 26, 66, 81, 84, 36, 54, 24, 58, 97, 50, 68, 46, 2, 45, 25, 78, 70, 60, 64, 74, 40, 86, 56, 0, 73, 20, 31, 11, 75, 6, 37, 32, 18, 93, 17, 23, 28, 99, 77, 52, 90, 29, 65, 30, 19, 14, 22, 63, 61, 55, 48, 4, 41, 89, 47, 71, 88, 80] => 44079.39
[3, 1, 10, 95, 69, 12, 8, 49, 48, 61, 83, 16, 34, 87, 0, 68, 50, 97, 20, 73, 6, 96, 9, 79, 56, 64, 13, 15, 78, 25, 45, 2, 46, 82, 75, 11, 44, 53, 98, 63, 27, 22, 14, 19, 55, 24, 37, 67, 71, 51, 94, 35, 58, 31, 72, 80, 88, 43, 7, 74, 40, 26, 86, 59, 57, 62, 39, 32, 21, 18, 93, 23, 17, 70, 60, 85, 28, 99, 77, 52, 76, 84, 36, 33, 5, 54, 92, 29, 65, 30, 4, 41, 89, 47, 38, 42, 90, 91, 81, 66] => 44518.32
[74, 8, 56, 30, 38, 18, 93, 17, 33, 36, 76, 84, 95, 10, 1, 3, 91, 96, 44, 34, 62, 11, 87, 39, 53, 12, 69, 5, 90, 67, 71, 43, 60, 70, 15, 72, 45, 2, 68, 50, 20, 73, 82, 13, 51, 37, 85, 42, 21, 32, 47, 4, 41, 89, 29, 65, 92, 54, 52, 77, 99, 28, 23, 64, 79, 9, 49, 48, 61, 55, 22, 63, 94, 57, 83, 16, 98, 24, 7, 88, 80, 78, 25, 46, 0, 6, 75, 31, 97, 58, 35, 27, 14, 19, 59, 86, 40, 26, 66, 81] => 38348.9
[91, 74, 96, 16, 83, 49, 9, 30, 65, 29, 4, 41, 89, 21, 85, 42, 18, 93, 17, 23, 28, 76, 84, 69, 7, 51, 43, 71, 10, 1, 66, 26, 13, 60, 75, 11, 31, 57, 62, 98, 92, 54, 90, 39, 34, 87, 67, 37, 32, 64, 24, 53, 44, 70, 88, 80, 78, 25, 0, 6, 61, 48, 79, 56, 33, 52, 77, 99, 38, 47, 20, 73, 72, 15, 45, 2, 46, 82, 68, 50, 97, 58, 35, 94, 63, 27, 22, 55, 59, 40, 86, 19, 14, 8, 12, 5, 36, 95, 3, 81] => 52073.38
[76, 65, 30, 64, 20, 73, 0, 82, 46, 68, 50, 11, 83, 16, 98, 44, 48, 61, 57, 31, 62, 39, 53, 96, 9, 59, 8, 92, 93, 17, 23, 28, 99, 77, 52, 33, 90, 21, 32, 55, 22, 94, 35, 27, 14, 19, 81, 3, 10, 1, 66, 26, 40, 86, 49, 63, 58, 97, 60, 70, 88, 80, 15, 72, 2, 45, 25, 78, 24, 79, 56, 4, 47, 67, 37, 85, 18, 42, 38, 89, 7, 34, 87, 75, 6, 51, 13, 43, 71, 41, 29, 54, 5, 36, 69, 12, 74, 91, 95, 84] => 42915.71
[98, 24, 51, 43, 71, 67, 47, 41, 4, 64, 96, 9, 79, 56, 30, 89, 32, 21, 54, 5, 33, 52, 23, 17, 38, 11, 97, 50, 20, 87, 39, 29, 92, 90, 42, 18, 77, 76, 36, 91, 74, 48, 22, 27, 63, 31, 75, 6, 73, 0, 82, 72, 15, 78, 68, 58, 35, 94, 13, 60, 70, 25, 45, 2, 46, 34, 49, 59, 8, 86, 66, 3, 1, 10, 95, 84, 69, 12, 65, 7, 88, 80, 37, 85, 93, 28, 99, 81, 26, 40, 53, 44, 62, 57, 61, 55, 14, 19, 83, 16] => 45625.34
