[49, 26, 5, 58, 92, 84, 90, 60, 4, 82, 81, 7, 45, 44, 16, 83, 98, 95, 11, 67, 79, 54, 24, 55, 71, 27, 69, 29, 19, 65, 64, 70, 34, 8, 80, 32, 50, 31, 89, 62, 10, 18, 63, 48, 35, 46, 47, 12, 57, 52, 25, 39, 20, 72, 21, 40, 56, 1, 53, 23, 28, 76, 75, 51, 17, 6, 61, 9, 87, 30, 3, 38, 66, 22, 74, 73, 86, 96, 36, 91, 94, 93, 100, 77, 33, 78, 2, 97, 99, 41, 14, 42, 13, 43, 37, 85, 15, 59, 88, 68, 0] => 994.86
[37, 13, 99, 36, 86, 1, 20, 3, 54, 53, 79, 11, 93, 58, 91, 56, 73, 55, 38, 23, 28, 33, 34, 64, 70, 24, 66, 22, 74, 72, 5, 59, 82, 35, 48, 63, 18, 39, 25, 75, 76, 2, 67, 71, 21, 40, 14, 42, 41, 96, 94, 12, 57, 52, 100, 26, 30, 87, 6, 81, 17, 88, 51, 68, 0, 69, 9, 61, 10, 62, 89, 31, 65, 19, 50, 29, 47, 46, 45, 7, 44, 16, 85, 15, 92, 98, 95, 27, 49, 78, 77, 8, 80, 32, 4, 83, 60, 84, 97, 90, 43] => 1022.47
[47, 81, 6, 17, 94, 96, 91, 58, 95, 88, 87, 61, 62, 89, 9, 30, 7, 44, 16, 60, 15, 90, 84, 97, 92, 5, 100, 27, 49, 8, 70, 34, 28, 23, 20, 71, 72, 1, 98, 4, 83, 82, 59, 93, 12, 57, 25, 67, 79, 53, 54, 24, 55, 74, 22, 66, 38, 3, 11, 75, 29, 69, 52, 39, 73, 21, 40, 14, 56, 86, 36, 99, 41, 42, 13, 43, 37, 85, 45, 35, 46, 51, 26, 68, 0, 32, 80, 33, 77, 78, 2, 76, 50, 19, 64, 65, 31, 63, 48, 10, 18] => 951.56
[57, 52, 27, 75, 32, 80, 8, 70, 65, 64, 34, 33, 77, 79, 53, 3, 12, 96, 94, 93, 100, 0, 49, 2, 78, 28, 23, 54, 24, 38, 66, 22, 55, 71, 20, 72, 73, 74, 21, 40, 14, 99, 90, 4, 59, 88, 26, 68, 30, 87, 9, 89, 29, 69, 51, 5, 58, 91, 41, 42, 13, 43, 37, 85, 82, 17, 6, 61, 10, 63, 48, 35, 45, 16, 15, 84, 92, 98, 95, 25, 11, 67, 76, 50, 19, 31, 62, 18, 46, 47, 81, 7, 44, 83, 60, 97, 36, 86, 56, 1, 39] => 874.69
[76, 75, 25, 20, 72, 1, 56, 41, 43, 90, 99, 97, 92, 84, 16, 44, 17, 32, 80, 78, 77, 34, 70, 8, 50, 6, 47, 81, 83, 4, 60, 15, 85, 37, 13, 42, 14, 40, 21, 3, 53, 11, 27, 52, 57, 12, 93, 94, 86, 96, 91, 36, 58, 98, 95, 88, 68, 69, 29, 89, 62, 31, 19, 65, 64, 33, 28, 23, 79, 67, 2, 9, 18, 46, 82, 59, 5, 73, 22, 66, 38, 26, 61, 10, 63, 48, 35, 45, 7, 54, 24, 55, 74, 71, 39, 100, 51, 87, 30, 0, 49] => 1018.72
[93, 94, 91, 96, 86, 73, 21, 40, 56, 1, 57, 39, 25, 27, 52, 36, 99, 90, 84, 92, 98, 95, 5, 88, 17, 59, 4, 83, 60, 97, 58, 12, 20, 3, 54, 24, 71, 72, 14, 42, 41, 82, 81, 47, 46, 45, 44, 7, 6, 87, 30, 50, 8, 80, 32, 78, 2, 28, 23, 53, 11, 79, 67, 76, 75, 49, 29, 31, 89, 62, 9, 69, 77, 33, 34, 64, 63, 48, 35, 16, 15, 85, 37, 43, 13, 74, 22, 66, 38, 55, 100, 51, 18, 10, 61, 68, 0, 70, 65, 19, 26] => 989.97
[70, 8, 50, 0, 26, 5, 93, 86, 56, 40, 21, 73, 2, 78, 77, 80, 32, 49, 41, 14, 42, 13, 99, 6, 18, 46, 35, 48, 63, 62, 10, 45, 44, 16, 83, 29, 19, 65, 31, 89, 9, 61, 87, 17, 59, 92, 84, 90, 15, 60, 88, 51, 30, 69, 68, 27, 20, 74, 55, 22, 66, 38, 24, 54, 53, 79, 67, 25, 39, 57, 12, 94, 43, 37, 85, 7, 47, 81, 82, 4, 98, 95, 52, 11, 76, 75, 100, 58, 97, 36, 91, 96, 1, 72, 71, 3, 23, 28, 33, 34, 64] => 1008.26
[34, 8, 50, 49, 27, 52, 20, 72, 1, 100, 0, 29, 69, 68, 97, 99, 36, 91, 12, 57, 39, 25, 11, 23, 28, 32, 80, 70, 64, 65, 19, 31, 61, 18, 10, 63, 62, 89, 9, 59, 4, 43, 13, 41, 56, 86, 96, 94, 17, 47, 46, 7, 82, 93, 3, 38, 55, 74, 71, 73, 21, 42, 37, 85, 15, 60, 98, 26, 30, 48, 35, 45, 44, 16, 83, 81, 6, 87, 51, 88, 5, 95, 58, 92, 84, 90, 14, 40, 22, 66, 24, 54, 53, 79, 67, 75, 76, 2, 78, 77, 33] => 977.37
[18, 6, 93, 56, 14, 41, 60, 4, 59, 68, 0, 49, 33, 77, 78, 12, 94, 91, 97, 99, 36, 96, 86, 1, 39, 76, 2, 8, 65, 19, 29, 51, 95, 98, 92, 84, 90, 43, 13, 40, 22, 55, 74, 21, 73, 71, 20, 57, 5, 88, 81, 47, 45, 35, 46, 32, 80, 50, 48, 63, 62, 89, 31, 69, 30, 87, 17, 82, 44, 83, 58, 72, 38, 66, 24, 54, 53, 79, 67, 75, 26, 100, 52, 27, 25, 11, 70, 64, 34, 28, 23, 3, 42, 37, 85, 15, 16, 7, 61, 9, 10] => 1117.88
[59, 83, 4, 92, 97, 36, 90, 84, 9, 65, 64, 70, 34, 33, 8, 6, 45, 44, 16, 85, 37, 13, 88, 51, 68, 0, 26, 100, 52, 12, 57, 39, 25, 11, 79, 23, 28, 49, 61, 18, 46, 35, 48, 63, 10, 62, 89, 31, 19, 50, 29, 69, 30, 87, 93, 94, 96, 86, 56, 41, 42, 14, 40, 21, 74, 22, 66, 54, 53, 67, 2, 32, 80, 77, 78, 76, 75, 27, 95, 60, 15, 43, 99, 3, 24, 38, 55, 73, 82, 7, 47, 81, 17, 98, 58, 91, 1, 72, 71, 20, 5] => 1012.36
[1, 20, 72, 56, 37, 85, 16, 83, 60, 15, 84, 4, 51, 0, 76, 2, 78, 77, 33, 32, 49, 27, 94, 96, 91, 58, 92, 98, 95, 39, 71, 74, 22, 55, 3, 53, 79, 67, 54, 38, 66, 24, 23, 28, 34, 64, 65, 19, 29, 69, 30, 18, 35, 46, 47, 81, 6, 61, 10, 62, 89, 9, 87, 44, 43, 13, 42, 14, 40, 21, 73, 57, 88, 17, 59, 82, 7, 45, 48, 63, 31, 68, 26, 5, 93, 52, 25, 11, 75, 80, 8, 70, 50, 100, 12, 86, 41, 99, 90, 97, 36] => 994.71
[72, 74, 22, 55, 54, 23, 28, 79, 67, 76, 75, 11, 25, 27, 52, 57, 1, 56, 14, 41, 36, 91, 58, 94, 12, 39, 20, 71, 73, 21, 40, 42, 13, 37, 85, 43, 100, 26, 30, 9, 69, 68, 0, 49, 32, 78, 2, 53, 3, 38, 66, 24, 33, 34, 70, 64, 65, 62, 47, 45, 46, 18, 29, 50, 80, 77, 8, 19, 31, 89, 7, 44, 16, 83, 4, 92, 84, 60, 15, 90, 99, 97, 98, 95, 5, 88, 51, 87, 6, 81, 17, 59, 82, 35, 48, 63, 10, 61, 93, 96, 86] => 936.16
[79, 67, 23, 24, 54, 25, 52, 95, 98, 58, 97, 99, 90, 15, 85, 37, 43, 13, 42, 40, 21, 73, 71, 72, 20, 12, 94, 96, 86, 56, 14, 41, 36, 92, 4, 59, 30, 68, 75, 76, 2, 78, 77, 80, 32, 87, 7, 45, 35, 48, 63, 46, 44, 82, 17, 6, 61, 9, 69, 0, 49, 8, 70, 65, 64, 34, 33, 28, 26, 51, 81, 47, 18, 29, 50, 19, 31, 89, 62, 10, 83, 16, 60, 84, 91, 1, 74, 55, 22, 66, 38, 3, 53, 11, 27, 100, 88, 5, 93, 57, 39] => 946.25
[75, 27, 95, 60, 15, 43, 86, 1, 74, 55, 38, 24, 54, 53, 3, 71, 72, 96, 58, 4, 83, 85, 37, 13, 21, 73, 78, 80, 32, 49, 0, 68, 88, 98, 92, 97, 36, 40, 22, 66, 23, 28, 77, 33, 34, 70, 8, 50, 56, 14, 42, 41, 99, 90, 84, 91, 94, 93, 5, 59, 82, 17, 6, 61, 10, 62, 89, 31, 65, 64, 19, 29, 18, 46, 45, 16, 44, 7, 81, 47, 35, 48, 63, 9, 69, 2, 67, 79, 20, 12, 51, 87, 30, 26, 100, 52, 57, 39, 25, 11, 76] => 1021.07
[27, 12, 94, 96, 86, 1, 72, 20, 25, 11, 79, 67, 23, 28, 33, 77, 50, 29, 69, 60, 16, 44, 7, 45, 46, 35, 48, 31, 19, 65, 64, 70, 34, 8, 80, 32, 78, 2, 76, 54, 24, 38, 66, 22, 52, 100, 51, 6, 87, 61, 62, 89, 9, 82, 83, 4, 59, 17, 88, 5, 93, 95, 98, 58, 91, 92, 15, 85, 37, 43, 13, 42, 14, 56, 40, 21, 74, 73, 71, 39, 57, 36, 97, 84, 90, 99, 41, 55, 3, 53, 26, 81, 47, 18, 63, 10, 30, 68, 0, 49, 75] => 911.5
[44, 7, 45, 46, 0, 49, 3, 55, 74, 22, 66, 38, 23, 33, 34, 70, 64, 65, 31, 61, 47, 6, 87, 51, 17, 59, 4, 93, 52, 79, 67, 2, 76, 11, 25, 20, 72, 39, 57, 12, 86, 41, 13, 43, 90, 92, 98, 100, 75, 78, 32, 80, 50, 69, 30, 15, 85, 37, 88, 29, 19, 8, 77, 28, 71, 40, 14, 42, 99, 84, 83, 35, 48, 18, 27, 53, 54, 24, 94, 58, 95, 5, 26, 68, 9, 89, 62, 63, 10, 81, 82, 91, 96, 1, 73, 21, 56, 36, 97, 60, 16] => 1153.92
[11, 75, 49, 0, 30, 9, 61, 87, 6, 59, 4, 95, 58, 96, 86, 22, 66, 24, 54, 23, 28, 79, 53, 20, 72, 1, 12, 94, 91, 36, 97, 99, 56, 21, 74, 55, 38, 3, 82, 7, 81, 17, 39, 71, 73, 40, 14, 42, 43, 90, 84, 92, 98, 60, 15, 85, 37, 13, 41, 25, 67, 78, 8, 70, 65, 64, 34, 33, 77, 80, 50, 19, 31, 29, 69, 32, 2, 76, 68, 26, 100, 52, 57, 93, 5, 51, 89, 62, 10, 63, 48, 18, 47, 46, 35, 45, 44, 16, 83, 88, 27] => 950.84
[53, 54, 24, 23, 28, 77, 19, 89, 9, 6, 37, 42, 41, 36, 91, 96, 3, 38, 66, 22, 55, 39, 52, 100, 26, 51, 87, 61, 10, 62, 31, 65, 70, 8, 80, 32, 50, 29, 69, 60, 15, 85, 16, 83, 4, 82, 44, 7, 45, 35, 48, 63, 64, 34, 33, 56, 14, 40, 21, 74, 73, 71, 94, 93, 12, 57, 27, 75, 76, 67, 79, 13, 43, 92, 88, 68, 0, 5, 97, 99, 90, 84, 59, 17, 81, 47, 46, 18, 30, 49, 78, 2, 11, 20, 72, 1, 86, 58, 98, 95, 25] => 1106.99
[18, 10, 48, 63, 62, 89, 31, 38, 66, 22, 21, 40, 56, 41, 42, 14, 55, 23, 28, 11, 75, 26, 51, 60, 15, 85, 16, 83, 4, 1, 72, 73, 74, 71, 20, 17, 7, 82, 59, 95, 12, 86, 96, 91, 36, 90, 43, 37, 13, 99, 57, 39, 25, 3, 24, 54, 53, 79, 67, 76, 32, 80, 8, 50, 69, 9, 61, 47, 81, 6, 87, 30, 49, 2, 78, 77, 33, 34, 70, 64, 65, 19, 29, 0, 68, 27, 52, 100, 88, 5, 93, 94, 58, 98, 92, 97, 84, 44, 45, 35, 46] => 928.1
[93, 27, 11, 79, 67, 23, 28, 33, 77, 80, 32, 50, 19, 31, 89, 29, 75, 3, 55, 74, 73, 21, 36, 97, 91, 12, 20, 72, 71, 38, 66, 22, 40, 37, 85, 15, 45, 35, 48, 63, 10, 62, 78, 2, 59, 16, 44, 7, 82, 17, 25, 24, 54, 53, 76, 49, 69, 18, 46, 47, 81, 6, 61, 9, 65, 64, 70, 34, 8, 0, 58, 99, 13, 43, 90, 84, 92, 60, 83, 4, 98, 95, 5, 88, 51, 87, 30, 68, 26, 100, 52, 57, 39, 1, 56, 14, 42, 41, 86, 96, 94] => 1009.2
[74, 55, 3, 53, 28, 23, 24, 54, 27, 6, 81, 47, 18, 61, 87, 30, 100, 26, 69, 29, 50, 32, 49, 52, 96, 97, 15, 85, 37, 43, 13, 41, 42, 14, 56, 86, 60, 16, 83, 73, 71, 11, 76, 2, 80, 78, 67, 79, 20, 72, 1, 94, 93, 12, 57, 39, 25, 77, 33, 8, 34, 70, 64, 65, 19, 31, 89, 9, 92, 84, 90, 99, 36, 91, 58, 95, 98, 4, 44, 45, 35, 48, 63, 62, 10, 46, 7, 82, 59, 5, 88, 17, 51, 68, 0, 75, 38, 66, 22, 40, 21] => 978.23
[14, 22, 66, 23, 28, 52, 94, 58, 92, 83, 45, 35, 48, 18, 10, 63, 62, 61, 46, 47, 81, 27, 11, 67, 76, 2, 49, 0, 68, 75, 79, 53, 3, 54, 24, 38, 55, 74, 41, 43, 37, 13, 40, 21, 73, 12, 88, 51, 26, 100, 93, 5, 17, 87, 30, 29, 19, 31, 89, 9, 6, 59, 4, 60, 90, 99, 36, 91, 96, 86, 1, 72, 71, 20, 39, 57, 82, 7, 44, 16, 85, 15, 84, 97, 98, 95, 69, 65, 64, 70, 34, 8, 50, 32, 80, 33, 77, 78, 25, 56, 42] => 1010.57
